Time;Energy (kWh);Energy night(kWh);Energy day (kWh);"Temperature"
 21.7.2020 13:00;0,613;;0,613;19,4
 21.7.2020 14:00;1,184;;1,184;21,2
 21.7.2020 15:00;1,015;;1,015;12,9
 21.7.2020 16:00;1,177;;1,177;16,0
 21.7.2020 17:00;1,086;;1,086;20,6
 21.7.2020 18:00;0,847;;0,847;20,1
 21.7.2020 19:00;1,691;;1,691;20,0
 21.7.2020 20:00;3,413;;3,413;18,9
 21.7.2020 21:00;3,996;;3,996;19,2
 21.7.2020 22:00;3,483;3,483;;16,7
 21.7.2020 23:00;3,642;3,642;;16,4
 22.7.2020 0:00;2,456;2,456;;15,1
 22.7.2020 1:00;0,531;0,531;;15,1
 22.7.2020 2:00;0,469;0,469;;14,1
 22.7.2020 3:00;0,456;0,456;;12,9
 22.7.2020 4:00;0,418;0,418;;12,3
 22.7.2020 5:00;0,378;0,378;;13,9
 22.7.2020 6:00;0,296;0,296;;14,3
 22.7.2020 7:00;0,271;;0,271;15,5
 22.7.2020 8:00;0,569;;0,569;16,6
 22.7.2020 9:00;0,395;;0,395;17,5
 22.7.2020 10:00;0,494;;0,494;18,2
 22.7.2020 11:00;0,623;;0,623;18,1
 22.7.2020 12:00;0,922;;0,922;18,1
 22.7.2020 13:00;1,760;;1,760;17,7
 22.7.2020 14:00;1,064;;1,064;17,4
 22.7.2020 15:00;0,794;;0,794;16,7
 22.7.2020 16:00;1,465;;1,465;16,0
 22.7.2020 17:00;1,300;;1,300;15,9
 22.7.2020 18:00;1,895;;1,895;15,8
 22.7.2020 19:00;0,543;;0,543;16,1
 22.7.2020 20:00;0,622;;0,622;16,5
 22.7.2020 21:00;0,594;;0,594;16,9
 22.7.2020 22:00;0,783;0,783;;16,0
 22.7.2020 23:00;3,515;3,515;;16,1
 23.7.2020 0:00;3,391;3,391;;16,3
 23.7.2020 1:00;3,365;3,365;;16,6
 23.7.2020 2:00;1,251;1,251;;16,9
 23.7.2020 3:00;1,499;1,499;;16,2
 23.7.2020 4:00;1,240;1,240;;15,2
 23.7.2020 5:00;3,035;3,035;;14,2
 23.7.2020 6:00;1,331;1,331;;13,7
 23.7.2020 7:00;0,337;;0,337;14,0
 23.7.2020 8:00;0,511;;0,511;14,5
 23.7.2020 9:00;1,051;;1,051;15,2
 23.7.2020 10:00;1,013;;1,013;15,0
 23.7.2020 11:00;0,187;;0,187;15,2
 23.7.2020 12:00;0,177;;0,177;15,9
 23.7.2020 13:00;0,751;;0,751;16,6
 23.7.2020 14:00;0,974;;0,974;17,2
 23.7.2020 15:00;1,073;;1,073;16,0
 23.7.2020 16:00;0,354;;0,354;14,3
 23.7.2020 17:00;0,239;;0,239;15,2
 23.7.2020 18:00;0,619;;0,619;15,3
 23.7.2020 19:00;0,309;;0,309;14,0
 23.7.2020 20:00;0,294;;0,294;13,7
 23.7.2020 21:00;1,166;;1,166;13,1
 23.7.2020 22:00;3,500;3,500;;12,9
 23.7.2020 23:00;3,504;3,504;;12,4
 24.7.2020 0:00;0,444;0,444;;10,8
 24.7.2020 1:00;0,451;0,451;;10,9
 24.7.2020 2:00;0,782;0,782;;10,7
 24.7.2020 3:00;1,361;1,361;;11,1
 24.7.2020 4:00;1,294;1,294;;11,2
 24.7.2020 5:00;0,395;0,395;;11,2
 24.7.2020 6:00;0,397;0,397;;11,7
 24.7.2020 7:00;0,439;;0,439;13,3
 24.7.2020 8:00;0,742;;0,742;14,6
 24.7.2020 9:00;1,466;;1,466;15,1
 24.7.2020 10:00;0,628;;0,628;15,8
 24.7.2020 11:00;1,088;;1,088;15,9
 24.7.2020 12:00;0,746;;0,746;17,5
 24.7.2020 13:00;0,228;;0,228;16,9
 24.7.2020 14:00;0,343;;0,343;16,4
 24.7.2020 15:00;0,808;;0,808;18,1
 24.7.2020 16:00;0,964;;0,964;19,0
 24.7.2020 17:00;0,194;;0,194;18,0
 24.7.2020 18:00;0,205;;0,205;18,2
 24.7.2020 19:00;0,357;;0,357;18,5
 24.7.2020 20:00;0,439;;0,439;16,2
 24.7.2020 21:00;0,261;;0,261;14,9
 24.7.2020 22:00;0,364;0,364;;12,5
 24.7.2020 23:00;3,199;3,199;;11,8
 25.7.2020 0:00;3,236;3,236;;11,0
 25.7.2020 1:00;3,784;3,784;;10,8
 25.7.2020 2:00;4,202;4,202;;11,2
 25.7.2020 3:00;2,886;2,886;;11,2
 25.7.2020 4:00;0,144;0,144;;11,3
 25.7.2020 5:00;0,143;0,143;;11,4
 25.7.2020 6:00;0,140;0,140;;10,6
 25.7.2020 7:00;0,489;;0,489;11,2
 25.7.2020 8:00;1,257;;1,257;12,0
 25.7.2020 9:00;0,852;;0,852;13,3
 25.7.2020 10:00;0,361;;0,361;15,2
 25.7.2020 11:00;0,925;;0,925;15,3
 25.7.2020 12:00;0,874;;0,874;15,3
 25.7.2020 13:00;0,168;;0,168;14,6
 25.7.2020 14:00;0,638;;0,638;14,1
 25.7.2020 15:00;1,344;;1,344;14,0
 25.7.2020 16:00;0,577;;0,577;14,7
 25.7.2020 17:00;0,258;;0,258;14,6
 25.7.2020 18:00;0,173;;0,173;14,3
 25.7.2020 19:00;0,271;;0,271;14,7
 25.7.2020 20:00;0,273;;0,273;14,2
 25.7.2020 21:00;0,955;;0,955;14,1
 25.7.2020 22:00;2,853;2,853;;14,1
 25.7.2020 23:00;3,371;3,371;;14,0
 26.7.2020 0:00;0,550;0,550;;13,6
 26.7.2020 1:00;0,156;0,156;;12,9
 26.7.2020 2:00;0,176;0,176;;12,4
 26.7.2020 3:00;1,056;1,056;;12,5
 26.7.2020 4:00;1,058;1,058;;12,4
 26.7.2020 5:00;0,245;0,245;;12,5
 26.7.2020 6:00;0,138;0,138;;12,8
 26.7.2020 7:00;0,316;;0,316;13,1
 26.7.2020 8:00;0,166;;0,166;13,6
 26.7.2020 9:00;0,871;;0,871;15,6
 26.7.2020 10:00;1,442;;1,442;16,9
 26.7.2020 11:00;0,299;;0,299;18,0
 26.7.2020 12:00;0,165;;0,165;18,0
 26.7.2020 13:00;1,091;;1,091;16,4
 26.7.2020 14:00;0,301;;0,301;16,7
 26.7.2020 15:00;0,767;;0,767;18,9
 26.7.2020 16:00;0,616;;0,616;19,4
 26.7.2020 17:00;0,434;;0,434;19,1
 26.7.2020 18:00;1,105;;1,105;19,3
 26.7.2020 19:00;0,692;;0,692;18,7
 26.7.2020 20:00;0,173;;0,173;18,7
 26.7.2020 21:00;0,251;;0,251;16,1
 26.7.2020 22:00;0,266;0,266;;13,6
 26.7.2020 23:00;3,437;3,437;;12,6
 27.7.2020 0:00;3,652;3,652;;12,3
 27.7.2020 1:00;4,186;4,186;;11,8
 27.7.2020 2:00;2,572;2,572;;11,2
 27.7.2020 3:00;3,021;3,021;;10,3
 27.7.2020 4:00;0,164;0,164;;9,9
 27.7.2020 5:00;0,176;0,176;;10,2
 27.7.2020 6:00;0,171;0,171;;12,0
 27.7.2020 7:00;0,673;;0,673;14,3
 27.7.2020 8:00;1,319;;1,319;16,7
 27.7.2020 9:00;0,256;;0,256;18,3
 27.7.2020 10:00;0,850;;0,850;20,7
 27.7.2020 11:00;0,479;;0,479;22,4
 27.7.2020 12:00;0,291;;0,291;23,3
 27.7.2020 13:00;0,208;;0,208;23,1
 27.7.2020 14:00;0,378;;0,378;24,1
 27.7.2020 15:00;1,364;;1,364;24,5
 27.7.2020 16:00;1,518;;1,518;23,3
 27.7.2020 17:00;1,199;;1,199;24,7
 27.7.2020 18:00;0,789;;0,789;23,8
 27.7.2020 19:00;0,222;;0,222;21,8
 27.7.2020 20:00;0,232;;0,232;20,7
 27.7.2020 21:00;0,270;;0,270;19,0
 27.7.2020 22:00;2,421;2,421;;17,0
 27.7.2020 23:00;3,428;3,428;;15,3
 28.7.2020 0:00;3,429;3,429;;14,6
 28.7.2020 1:00;1,970;1,970;;15,3
 28.7.2020 2:00;1,165;1,165;;15,3
 28.7.2020 3:00;0,578;0,578;;15,1
 28.7.2020 4:00;0,256;0,256;;15,5
 28.7.2020 5:00;0,248;0,248;;14,4
 28.7.2020 6:00;0,231;0,231;;14,9
 28.7.2020 7:00;0,234;;0,234;16,0
 28.7.2020 8:00;1,132;;1,132;16,4
 28.7.2020 9:00;2,420;;2,420;18,4
 28.7.2020 10:00;1,368;;1,368;20,1
 28.7.2020 11:00;0,392;;0,392;22,7
 28.7.2020 12:00;0,568;;0,568;22,3
 28.7.2020 13:00;1,142;;1,142;23,3
 28.7.2020 14:00;0,616;;0,616;23,7
 28.7.2020 15:00;0,349;;0,349;24,5
 28.7.2020 16:00;0,326;;0,326;24,3
 28.7.2020 17:00;0,557;;0,557;23,1
 28.7.2020 18:00;0,432;;0,432;23,5
 28.7.2020 19:00;1,266;;1,266;22,0
 28.7.2020 20:00;0,927;;0,927;20,8
 28.7.2020 21:00;0,404;;0,404;19,2
 28.7.2020 22:00;3,291;3,291;;17,8
 28.7.2020 23:00;3,461;3,461;;16,5
 29.7.2020 0:00;3,413;3,413;;16,3
 29.7.2020 1:00;3,237;3,237;;16,0
 29.7.2020 2:00;0,212;0,212;;15,6
 29.7.2020 3:00;0,238;0,238;;15,4
 29.7.2020 4:00;0,225;0,225;;14,3
 29.7.2020 5:00;0,195;0,195;;14,2
 29.7.2020 6:00;0,213;0,213;;15,5
 29.7.2020 7:00;0,219;;0,219;15,0
 29.7.2020 8:00;0,478;;0,478;15,6
 29.7.2020 9:00;0,328;;0,328;16,4
 29.7.2020 10:00;0,326;;0,326;18,8
 29.7.2020 11:00;0,416;;0,416;18,3
 29.7.2020 12:00;0,590;;0,590;19,3
 29.7.2020 13:00;0,370;;0,370;18,9
 29.7.2020 14:00;0,444;;0,444;17,9
 29.7.2020 15:00;0,417;;0,417;17,7
 29.7.2020 16:00;1,057;;1,057;16,9
 29.7.2020 17:00;0,930;;0,930;17,1
 29.7.2020 18:00;1,545;;1,545;17,2
 29.7.2020 19:00;0,427;;0,427;17,0
 29.7.2020 20:00;0,500;;0,500;16,9
 29.7.2020 21:00;0,434;;0,434;16,7
 29.7.2020 22:00;2,381;2,381;;17,2
 29.7.2020 23:00;3,373;3,373;;16,7
 30.7.2020 0:00;3,409;3,409;;16,5
 30.7.2020 1:00;1,788;1,788;;16,6
 30.7.2020 2:00;0,262;0,262;;14,6
 30.7.2020 3:00;0,274;0,274;;14,2
 30.7.2020 4:00;0,227;0,227;;14,5
 30.7.2020 5:00;0,249;0,249;;15,1
 30.7.2020 6:00;0,220;0,220;;14,5
 30.7.2020 7:00;0,215;;0,215;15,0
 30.7.2020 8:00;0,488;;0,488;15,1
 30.7.2020 9:00;0,319;;0,319;14,4
 30.7.2020 10:00;0,366;;0,366;15,6
 30.7.2020 11:00;0,366;;0,366;15,8
 30.7.2020 12:00;0,471;;0,471;16,5
 30.7.2020 13:00;0,293;;0,293;16,7
 30.7.2020 14:00;0,269;;0,269;16,5
 30.7.2020 15:00;0,273;;0,273;16,8
 30.7.2020 16:00;0,322;;0,322;16,1
 30.7.2020 17:00;0,791;;0,791;15,5
 30.7.2020 18:00;0,297;;0,297;16,0
 30.7.2020 19:00;0,984;;0,984;15,7
 30.7.2020 20:00;1,047;;1,047;15,9
 30.7.2020 21:00;0,857;;0,857;15,8
 30.7.2020 22:00;1,520;1,520;;15,7
 30.7.2020 23:00;3,641;3,641;;15,6
 31.7.2020 0:00;3,326;3,326;;13,6
 31.7.2020 1:00;0,499;0,499;;12,4
 31.7.2020 2:00;0,223;0,223;;11,9
 31.7.2020 3:00;0,214;0,214;;12,5
 31.7.2020 4:00;0,219;0,219;;10,5
 31.7.2020 5:00;0,212;0,212;;10,2
 31.7.2020 6:00;0,209;0,209;;11,8
 31.7.2020 7:00;0,389;;0,389;13,0
 31.7.2020 8:00;0,272;;0,272;13,6
 31.7.2020 9:00;0,323;;0,323;14,4
 31.7.2020 10:00;0,250;;0,250;15,4
 31.7.2020 11:00;0,666;;0,666;16,3
 31.7.2020 12:00;1,070;;1,070;16,6
 31.7.2020 13:00;1,892;;1,892;17,5
 31.7.2020 14:00;0,941;;0,941;17,8
 31.7.2020 15:00;0,377;;0,377;18,7
 31.7.2020 16:00;1,087;;1,087;19,0
 31.7.2020 17:00;0,517;;0,517;19,0
 31.7.2020 18:00;0,271;;0,271;18,5
 31.7.2020 19:00;0,318;;0,318;18,0
 31.7.2020 20:00;1,038;;1,038;17,8
 31.7.2020 21:00;0,883;;0,883;17,0
 31.7.2020 22:00;1,703;1,703;;13,9
 31.7.2020 23:00;3,422;3,422;;11,7
 1.8.2020 0:00;4,072;4,072;;11,1
 1.8.2020 1:00;3,772;3,772;;8,6
 1.8.2020 2:00;0,932;0,932;;8,2
 1.8.2020 3:00;0,166;0,166;;7,5
 1.8.2020 4:00;0,159;0,159;;6,5
 1.8.2020 5:00;0,163;0,163;;6,0
 1.8.2020 6:00;0,163;0,163;;7,3
 1.8.2020 7:00;0,160;;0,160;12,2
 1.8.2020 8:00;0,289;;0,289;16,0
 1.8.2020 9:00;0,212;;0,212;17,4
 1.8.2020 10:00;0,197;;0,197;18,4
 1.8.2020 11:00;0,127;;0,127;19,4
 1.8.2020 12:00;0,122;;0,122;19,3
 1.8.2020 13:00;0,132;;0,132;19,8
 1.8.2020 14:00;0,255;;0,255;19,6
 1.8.2020 15:00;0,331;;0,331;19,8
 1.8.2020 16:00;0,165;;0,165;20,2
 1.8.2020 17:00;0,237;;0,237;17,6
 1.8.2020 18:00;1,172;;1,172;16,7
 1.8.2020 19:00;3,185;;3,185;17,5
 1.8.2020 20:00;4,055;;4,055;17,0
 1.8.2020 21:00;4,786;;4,786;16,2
 1.8.2020 22:00;3,711;3,711;;14,8
 1.8.2020 23:00;2,253;2,253;;14,5
 2.8.2020 0:00;0,323;0,323;;13,9
 2.8.2020 1:00;0,280;0,280;;13,5
 2.8.2020 2:00;0,265;0,265;;12,1
 2.8.2020 3:00;0,262;0,262;;11,1
 2.8.2020 4:00;0,247;0,247;;10,6
 2.8.2020 5:00;0,248;0,248;;10,1
 2.8.2020 6:00;0,246;0,246;;10,9
 2.8.2020 7:00;0,243;;0,243;11,8
 2.8.2020 8:00;0,243;;0,243;15,1
 2.8.2020 9:00;1,845;;1,845;16,1
 2.8.2020 10:00;1,498;;1,498;17,3
 2.8.2020 11:00;1,176;;1,176;17,9
 2.8.2020 12:00;0,204;;0,204;18,6
 2.8.2020 13:00;0,204;;0,204;18,8
 2.8.2020 14:00;0,251;;0,251;17,6
 2.8.2020 15:00;0,259;;0,259;18,3
 2.8.2020 16:00;0,193;;0,193;18,1
 2.8.2020 17:00;0,656;;0,656;18,3
 2.8.2020 18:00;0,373;;0,373;18,5
 2.8.2020 19:00;0,321;;0,321;18,6
 2.8.2020 20:00;2,948;;2,948;17,7
 2.8.2020 21:00;1,487;;1,487;15,9
 2.8.2020 22:00;2,881;2,881;;12,6
 2.8.2020 23:00;4,629;4,629;;11,5
 3.8.2020 0:00;2,341;2,341;;11,1
 3.8.2020 1:00;0,261;0,261;;10,3
 3.8.2020 2:00;0,283;0,283;;10,5
 3.8.2020 3:00;0,245;0,245;;9,4
 3.8.2020 4:00;0,213;0,213;;8,0
 3.8.2020 5:00;0,238;0,238;;7,7
 3.8.2020 6:00;1,733;1,733;;8,2
 3.8.2020 7:00;0,278;;0,278;11,7
 3.8.2020 8:00;0,204;;0,204;13,2
 3.8.2020 9:00;0,193;;0,193;16,2
 3.8.2020 10:00;0,172;;0,172;16,8
 3.8.2020 11:00;0,173;;0,173;16,6
 3.8.2020 12:00;0,196;;0,196;19,0
 3.8.2020 13:00;0,178;;0,178;20,1
 3.8.2020 14:00;0,172;;0,172;19,1
 3.8.2020 15:00;0,554;;0,554;18,7
 3.8.2020 16:00;1,062;;1,062;18,7
 3.8.2020 17:00;0,357;;0,357;18,7
 3.8.2020 18:00;0,934;;0,934;18,5
 3.8.2020 19:00;0,274;;0,274;17,2
 3.8.2020 20:00;0,283;;0,283;17,0
 3.8.2020 21:00;0,885;;0,885;17,0
 3.8.2020 22:00;1,697;1,697;;14,8
 3.8.2020 23:00;3,377;3,377;;13,9
 4.8.2020 0:00;1,699;1,699;;13,8
 4.8.2020 1:00;0,246;0,246;;13,9
 4.8.2020 2:00;0,274;0,274;;14,1
 4.8.2020 3:00;0,253;0,253;;14,2
 4.8.2020 4:00;0,213;0,213;;14,4
 4.8.2020 5:00;0,819;0,819;;14,8
 4.8.2020 6:00;2,614;2,614;;15,3
 4.8.2020 7:00;0,399;;0,399;15,3
 4.8.2020 8:00;0,194;;0,194;15,0
 4.8.2020 9:00;0,165;;0,165;15,3
 4.8.2020 10:00;0,205;;0,205;17,7
 4.8.2020 11:00;0,177;;0,177;19,5
 4.8.2020 12:00;0,176;;0,176;19,7
 4.8.2020 13:00;0,200;;0,200;21,6
 4.8.2020 14:00;0,163;;0,163;19,7
 4.8.2020 15:00;0,196;;0,196;19,2
 4.8.2020 16:00;0,227;;0,227;19,6
 4.8.2020 17:00;0,259;;0,259;19,8
 4.8.2020 18:00;0,262;;0,262;16,7
 4.8.2020 19:00;0,432;;0,432;16,5
 4.8.2020 20:00;0,836;;0,836;16,2
 4.8.2020 21:00;2,127;;2,127;15,6
 4.8.2020 22:00;2,339;2,339;;14,9
 4.8.2020 23:00;4,525;4,525;;12,9
 5.8.2020 0:00;2,085;2,085;;12,9
 5.8.2020 1:00;0,269;0,269;;12,7
 5.8.2020 2:00;0,257;0,257;;12,7
 5.8.2020 3:00;0,289;0,289;;11,8
 5.8.2020 4:00;0,245;0,245;;11,9
 5.8.2020 5:00;0,229;0,229;;11,9
 5.8.2020 6:00;1,223;1,223;;11,8
 5.8.2020 7:00;0,311;;0,311;13,1
 5.8.2020 8:00;0,182;;0,182;14,1
 5.8.2020 9:00;0,198;;0,198;16,5
 5.8.2020 10:00;0,173;;0,173;18,4
 5.8.2020 11:00;0,177;;0,177;18,7
 5.8.2020 12:00;0,349;;0,349;18,8
 5.8.2020 13:00;1,084;;1,084;18,7
 5.8.2020 14:00;0,312;;0,312;19,0
 5.8.2020 15:00;0,189;;0,189;19,1
 5.8.2020 16:00;0,251;;0,251;18,6
 5.8.2020 17:00;0,540;;0,540;18,0
 5.8.2020 18:00;0,336;;0,336;18,1
 5.8.2020 19:00;0,299;;0,299;17,7
 5.8.2020 20:00;0,316;;0,316;17,3
 5.8.2020 21:00;0,296;;0,296;15,4
 5.8.2020 22:00;0,921;0,921;;11,9
 5.8.2020 23:00;3,578;3,578;;11,1
 6.8.2020 0:00;4,343;4,343;;11,9
 6.8.2020 1:00;1,660;1,660;;11,4
 6.8.2020 2:00;0,369;0,369;;11,6
 6.8.2020 3:00;0,362;0,362;;11,8
 6.8.2020 4:00;0,356;0,356;;11,1
 6.8.2020 5:00;0,349;0,349;;11,9
 6.8.2020 6:00;0,347;0,347;;11,8
 6.8.2020 7:00;0,981;;0,981;14,0
 6.8.2020 8:00;1,451;;1,451;15,3
 6.8.2020 9:00;0,310;;0,310;16,2
 6.8.2020 10:00;0,344;;0,344;18,0
 6.8.2020 11:00;0,329;;0,329;19,2
 6.8.2020 12:00;0,850;;0,850;18,0
 6.8.2020 13:00;1,078;;1,078;19,6
 6.8.2020 14:00;0,361;;0,361;20,0
 6.8.2020 15:00;0,323;;0,323;19,8
 6.8.2020 16:00;0,472;;0,472;20,3
 6.8.2020 17:00;0,508;;0,508;19,3
 6.8.2020 18:00;0,372;;0,372;19,1
 6.8.2020 19:00;0,361;;0,361;18,6
 6.8.2020 20:00;0,405;;0,405;17,2
 6.8.2020 21:00;0,802;;0,802;15,9
 6.8.2020 22:00;2,776;2,776;;13,7
 6.8.2020 23:00;4,021;4,021;;14,0
 7.8.2020 0:00;3,201;3,201;;12,2
 7.8.2020 1:00;0,425;0,425;;10,9
 7.8.2020 2:00;1,156;1,156;;10,6
 7.8.2020 3:00;0,462;0,462;;10,1
 7.8.2020 4:00;0,227;0,227;;9,5
 7.8.2020 5:00;0,222;0,222;;9,5
 7.8.2020 6:00;0,223;0,223;;10,4
 7.8.2020 7:00;0,515;;0,515;12,3
 7.8.2020 8:00;0,273;;0,273;15,7
 7.8.2020 9:00;0,281;;0,281;17,4
 7.8.2020 10:00;0,320;;0,320;19,8
 7.8.2020 11:00;1,173;;1,173;22,1
 7.8.2020 12:00;1,159;;1,159;21,9
 7.8.2020 13:00;0,479;;0,479;21,2
 7.8.2020 14:00;0,383;;0,383;20,6
 7.8.2020 15:00;0,233;;0,233;20,6
 7.8.2020 16:00;0,997;;0,997;20,4
 7.8.2020 17:00;0,772;;0,772;20,8
 7.8.2020 18:00;0,189;;0,189;21,0
 7.8.2020 19:00;0,212;;0,212;20,9
 7.8.2020 20:00;0,196;;0,196;20,3
 7.8.2020 21:00;0,188;;0,188;19,3
 7.8.2020 22:00;2,468;2,468;;17,8
 7.8.2020 23:00;1,932;1,932;;14,4
 8.8.2020 0:00;0,215;0,215;;14,4
 8.8.2020 1:00;3,065;3,065;;13,5
 8.8.2020 2:00;2,210;2,210;;12,9
 8.8.2020 3:00;0,218;0,218;;11,9
 8.8.2020 4:00;0,411;0,411;;11,4
 8.8.2020 5:00;1,122;1,122;;11,1
 8.8.2020 6:00;0,434;0,434;;11,6
 8.8.2020 7:00;0,213;;0,213;14,5
 8.8.2020 8:00;0,192;;0,192;18,5
 8.8.2020 9:00;0,191;;0,191;21,2
 8.8.2020 10:00;0,192;;0,192;23,1
 8.8.2020 11:00;0,386;;0,386;24,2
 8.8.2020 12:00;0,299;;0,299;24,8
 8.8.2020 13:00;0,313;;0,313;24,0
 8.8.2020 14:00;0,198;;0,198;24,6
 8.8.2020 15:00;0,185;;0,185;26,3
 8.8.2020 16:00;0,183;;0,183;27,5
 8.8.2020 17:00;0,181;;0,181;25,5
 8.8.2020 18:00;0,193;;0,193;24,0
 8.8.2020 19:00;0,194;;0,194;21,7
 8.8.2020 20:00;0,189;;0,189;20,9
 8.8.2020 21:00;0,183;;0,183;19,5
 8.8.2020 22:00;0,301;0,301;;17,6
 8.8.2020 23:00;3,099;3,099;;17,9
 9.8.2020 0:00;0,212;0,212;;17,2
 9.8.2020 1:00;2,936;2,936;;16,4
 9.8.2020 2:00;1,689;1,689;;16,5
 9.8.2020 3:00;0,879;0,879;;16,7
 9.8.2020 4:00;0,201;0,201;;15,8
 9.8.2020 5:00;0,187;0,187;;14,7
 9.8.2020 6:00;0,189;0,189;;15,2
 9.8.2020 7:00;0,190;;0,190;18,3
 9.8.2020 8:00;0,186;;0,186;19,8
 9.8.2020 9:00;0,177;;0,177;20,0
 9.8.2020 10:00;0,422;;0,422;20,3
 9.8.2020 11:00;1,499;;1,499;19,7
 9.8.2020 12:00;1,151;;1,151;19,4
 9.8.2020 13:00;0,670;;0,670;21,0
 9.8.2020 14:00;0,393;;0,393;21,1
 9.8.2020 15:00;0,434;;0,434;21,0
 9.8.2020 16:00;0,302;;0,302;20,5
 9.8.2020 17:00;1,684;;1,684;20,9
 9.8.2020 18:00;0,627;;0,627;19,5
 9.8.2020 19:00;1,078;;1,078;19,6
 9.8.2020 20:00;0,504;;0,504;19,4
 9.8.2020 21:00;0,584;;0,584;18,3
 9.8.2020 22:00;2,674;2,674;;17,2
 9.8.2020 23:00;3,398;3,398;;15,9
 10.8.2020 0:00;3,380;3,380;;14,9
 10.8.2020 1:00;3,383;3,383;;15,2
 10.8.2020 2:00;0,635;0,635;;14,3
 10.8.2020 3:00;0,232;0,232;;14,0
 10.8.2020 4:00;0,221;0,221;;13,1
 10.8.2020 5:00;0,215;0,215;;12,8
 10.8.2020 6:00;2,872;2,872;;13,4
 10.8.2020 7:00;0,607;;0,607;14,5
 10.8.2020 8:00;0,179;;0,179;15,0
 10.8.2020 9:00;0,165;;0,165;14,5
 10.8.2020 10:00;0,158;;0,158;15,5
 10.8.2020 11:00;0,157;;0,157;16,7
 10.8.2020 12:00;0,159;;0,159;16,8
 10.8.2020 13:00;0,159;;0,159;16,0
 10.8.2020 14:00;0,162;;0,162;17,0
 10.8.2020 15:00;0,163;;0,163;16,4
 10.8.2020 16:00;0,424;;0,424;16,6
 10.8.2020 17:00;0,374;;0,374;17,2
 10.8.2020 18:00;0,256;;0,256;16,7
 10.8.2020 19:00;0,312;;0,312;16,0
 10.8.2020 20:00;1,667;;1,667;15,7
 10.8.2020 21:00;1,726;;1,726;15,2
 10.8.2020 22:00;1,656;1,656;;14,7
 10.8.2020 23:00;3,378;3,378;;14,4
 11.8.2020 0:00;3,388;3,388;;14,3
 11.8.2020 1:00;1,285;1,285;;13,4
 11.8.2020 2:00;0,252;0,252;;13,4
 11.8.2020 3:00;0,252;0,252;;13,2
 11.8.2020 4:00;0,241;0,241;;12,6
 11.8.2020 5:00;0,232;0,232;;12,4
 11.8.2020 6:00;0,417;0,417;;12,3
 11.8.2020 7:00;1,302;;1,302;12,6
 11.8.2020 8:00;0,497;;0,497;13,1
 11.8.2020 9:00;0,297;;0,297;13,8
 11.8.2020 10:00;0,248;;0,248;14,3
 11.8.2020 11:00;0,290;;0,290;16,0
 11.8.2020 12:00;0,247;;0,247;15,4
 11.8.2020 13:00;0,251;;0,251;15,3
 11.8.2020 14:00;0,346;;0,346;15,7
 11.8.2020 15:00;1,353;;1,353;16,2
 11.8.2020 16:00;1,948;;1,948;15,9
 11.8.2020 17:00;0,911;;0,911;17,2
 11.8.2020 18:00;1,420;;1,420;16,0
 11.8.2020 19:00;1,010;;1,010;15,7
 11.8.2020 20:00;0,506;;0,506;15,5
 11.8.2020 21:00;0,486;;0,486;13,8
 11.8.2020 22:00;3,617;3,617;;10,3
 11.8.2020 23:00;3,638;3,638;;9,3
 12.8.2020 0:00;2,336;2,336;;8,3
 12.8.2020 1:00;1,229;1,229;;7,4
 12.8.2020 2:00;0,577;0,577;;8,2
 12.8.2020 3:00;0,273;0,273;;9,4
 12.8.2020 4:00;0,264;0,264;;9,5
 12.8.2020 5:00;0,251;0,251;;9,3
 12.8.2020 6:00;0,250;0,250;;9,4
 12.8.2020 7:00;0,476;;0,476;10,5
 12.8.2020 8:00;0,222;;0,222;11,6
 12.8.2020 9:00;0,821;;0,821;14,7
 12.8.2020 10:00;1,080;;1,080;14,8
 12.8.2020 11:00;0,181;;0,181;16,9
 12.8.2020 12:00;0,279;;0,279;16,9
 12.8.2020 13:00;0,223;;0,223;18,4
 12.8.2020 14:00;0,401;;0,401;18,4
 12.8.2020 15:00;0,328;;0,328;18,2
 12.8.2020 16:00;0,506;;0,506;17,9
 12.8.2020 17:00;0,495;;0,495;17,1
 12.8.2020 18:00;2,806;;2,806;17,1
 12.8.2020 19:00;2,002;;2,002;16,8
 12.8.2020 20:00;0,583;;0,583;15,9
 12.8.2020 21:00;1,836;;1,836;14,4
 12.8.2020 22:00;3,959;3,959;;11,5
 12.8.2020 23:00;3,573;3,573;;10,3
 13.8.2020 0:00;3,357;3,357;;9,2
 13.8.2020 1:00;0,259;0,259;;10,2
 13.8.2020 2:00;0,245;0,245;;10,2
 13.8.2020 3:00;0,543;0,543;;10,8
 13.8.2020 4:00;1,212;1,212;;10,5
 13.8.2020 5:00;0,462;0,462;;10,7
 13.8.2020 6:00;1,694;1,694;;10,2
 13.8.2020 7:00;0,355;;0,355;11,8
 13.8.2020 8:00;0,224;;0,224;15,4
 13.8.2020 9:00;0,233;;0,233;16,2
 13.8.2020 10:00;0,243;;0,243;17,4
 13.8.2020 11:00;0,238;;0,238;17,8
 13.8.2020 12:00;0,444;;0,444;18,0
 13.8.2020 13:00;1,387;;1,387;19,4
 13.8.2020 14:00;0,725;;0,725;18,8
 13.8.2020 15:00;0,251;;0,251;18,4
 13.8.2020 16:00;0,278;;0,278;18,4
 13.8.2020 17:00;0,840;;0,840;18,0
 13.8.2020 18:00;0,302;;0,302;17,8
