Time,Price (cent/kWh)
03-03-2022 04:00:00,3.846
03-03-2022 05:00:00,6.238
03-03-2022 06:00:00,6.827
03-03-2022 07:00:00,9.678
03-03-2022 08:00:00,12.381
03-03-2022 09:00:00,13.633
03-03-2022 10:00:00,13.629
03-03-2022 11:00:00,11.771
03-03-2022 12:00:00,10.211
03-03-2022 13:00:00,9.335
03-03-2022 14:00:00,8.969
03-03-2022 15:00:00,9.693
03-03-2022 16:00:00,11.169
03-03-2022 17:00:00,13.638
03-03-2022 18:00:00,14.873
03-03-2022 19:00:00,13.635
03-03-2022 20:00:00,11.78
03-03-2022 21:00:00,13.634
03-03-2022 22:00:00,13.639
03-03-2022 23:00:00,13.629
04-03-2022 00:00:00,14.878
04-03-2022 01:00:00,14.878
04-03-2022 02:00:00,14.869
04-03-2022 03:00:00,14.876
04-03-2022 04:00:00,16.787
04-03-2022 05:00:00,21.795
04-03-2022 06:00:00,24.855
04-03-2022 07:00:00,50.84
04-03-2022 08:00:00,50.846
04-03-2022 09:00:00,46.614
04-03-2022 10:00:00,24.552
04-03-2022 11:00:00,23.432
04-03-2022 12:00:00,22.516
04-03-2022 13:00:00,21.939
04-03-2022 14:00:00,21.784
04-03-2022 15:00:00,21.706
04-03-2022 16:00:00,21.898
04-03-2022 17:00:00,24.94
04-03-2022 18:00:00,29.858
04-03-2022 19:00:00,24.736
04-03-2022 20:00:00,22.601
04-03-2022 21:00:00,20.506
04-03-2022 22:00:00,19.4
04-03-2022 23:00:00,13.635
05-03-2022 00:00:00,14.675
05-03-2022 01:00:00,10.867
05-03-2022 02:00:00,8.437
05-03-2022 03:00:00,7.563
05-03-2022 04:00:00,7.9
05-03-2022 05:00:00,9.073
05-03-2022 06:00:00,7.643
05-03-2022 07:00:00,8.076
05-03-2022 08:00:00,8.349
05-03-2022 09:00:00,8.845
05-03-2022 10:00:00,9.544
05-03-2022 11:00:00,8.876
05-03-2022 12:00:00,9.507
05-03-2022 13:00:00,8.675
05-03-2022 14:00:00,7.414
05-03-2022 15:00:00,8.767
05-03-2022 16:00:00,13.63
05-03-2022 17:00:00,14.618
05-03-2022 18:00:00,14.31
05-03-2022 19:00:00,13.638
05-03-2022 20:00:00,10.973
05-03-2022 21:00:00,14.87
05-03-2022 22:00:00,13.28
05-03-2022 23:00:00,9.193
06-03-2022 00:00:00,6.453
06-03-2022 01:00:00,4.334
06-03-2022 02:00:00,3.731
06-03-2022 03:00:00,4.051
06-03-2022 04:00:00,5.328
06-03-2022 05:00:00,4.896
06-03-2022 06:00:00,5.007
06-03-2022 07:00:00,7.442
06-03-2022 08:00:00,8.375
06-03-2022 09:00:00,11.159
06-03-2022 10:00:00,8.691
06-03-2022 11:00:00,7.446
06-03-2022 12:00:00,6.067
06-03-2022 13:00:00,4.2
06-03-2022 14:00:00,3.11
06-03-2022 15:00:00,4.289
06-03-2022 16:00:00,6.238
06-03-2022 17:00:00,16.12
06-03-2022 18:00:00,16.13
06-03-2022 19:00:00,12.393
06-03-2022 20:00:00,8.639
06-03-2022 21:00:00,11.278
06-03-2022 22:00:00,9.641
06-03-2022 23:00:00,5.511
07-03-2022 00:00:00,6.822
07-03-2022 01:00:00,6.702
07-03-2022 02:00:00,6.207
07-03-2022 03:00:00,8.401
07-03-2022 04:00:00,13.635
07-03-2022 05:00:00,17.751
07-03-2022 06:00:00,27.912
07-03-2022 07:00:00,62.007
07-03-2022 08:00:00,62.329
07-03-2022 09:00:00,58.036
07-03-2022 10:00:00,42.011
07-03-2022 11:00:00,25.701
07-03-2022 12:00:00,24.788
07-03-2022 13:00:00,24.386
07-03-2022 14:00:00,23.693
07-03-2022 15:00:00,23.786
07-03-2022 16:00:00,17.36
07-03-2022 17:00:00,16.12
07-03-2022 18:00:00,16.13
07-03-2022 19:00:00,12.398
07-03-2022 20:00:00,7.723
07-03-2022 21:00:00,9.146
07-03-2022 22:00:00,11.755
07-03-2022 23:00:00,11.924
08-03-2022 00:00:00,8.556
08-03-2022 01:00:00,8.549
08-03-2022 02:00:00,11.081
08-03-2022 03:00:00,11.93
08-03-2022 04:00:00,14.1
08-03-2022 05:00:00,27.591
08-03-2022 06:00:00,29.392
08-03-2022 07:00:00,32.231
08-03-2022 08:00:00,32.229
08-03-2022 09:00:00,26.028
08-03-2022 10:00:00,28.411
08-03-2022 11:00:00,26.428
08-03-2022 12:00:00,25.775
08-03-2022 13:00:00,25.661
08-03-2022 14:00:00,19.829
08-03-2022 15:00:00,16.747
08-03-2022 16:00:00,16.372
08-03-2022 17:00:00,28.739
08-03-2022 18:00:00,33.924
08-03-2022 19:00:00,31.01
08-03-2022 20:00:00,16.465
08-03-2022 21:00:00,27.621
08-03-2022 22:00:00,26.772
08-03-2022 23:00:00,13.638
09-03-2022 00:00:00,18.622
09-03-2022 01:00:00,18.054
09-03-2022 02:00:00,17.738
09-03-2022 03:00:00,16.218
09-03-2022 04:00:00,20.383
09-03-2022 05:00:00,27.617
09-03-2022 06:00:00,30.99
09-03-2022 07:00:00,71.852
09-03-2022 08:00:00,67.14
09-03-2022 09:00:00,30.348
09-03-2022 10:00:00,24.79
09-03-2022 11:00:00,14.838
09-03-2022 12:00:00,13.719
09-03-2022 13:00:00,13.64
09-03-2022 14:00:00,13.638
09-03-2022 15:00:00,14.667
09-03-2022 16:00:00,14.693
09-03-2022 17:00:00,27.912
09-03-2022 18:00:00,24.794
09-03-2022 19:00:00,15.252
09-03-2022 20:00:00,9.522
09-03-2022 21:00:00,11.247
09-03-2022 22:00:00,9.774
09-03-2022 23:00:00,3.865
10-03-2022 00:00:00,2.685
10-03-2022 01:00:00,1.608
10-03-2022 02:00:00,1.602
10-03-2022 03:00:00,1.726
10-03-2022 04:00:00,2.522
10-03-2022 05:00:00,7.694
10-03-2022 06:00:00,9.012
10-03-2022 07:00:00,10.476
10-03-2022 08:00:00,9.796
10-03-2022 09:00:00,9.006
10-03-2022 10:00:00,7.997
10-03-2022 11:00:00,6.764
10-03-2022 12:00:00,6.656
10-03-2022 13:00:00,6.035
10-03-2022 14:00:00,6.164
10-03-2022 15:00:00,6.194
10-03-2022 16:00:00,6.904
10-03-2022 17:00:00,8.447
10-03-2022 18:00:00,9.798
10-03-2022 19:00:00,7.331
10-03-2022 20:00:00,5.626
10-03-2022 21:00:00,7.69
10-03-2022 22:00:00,6.22
10-03-2022 23:00:00,1.791
11-03-2022 00:00:00,3.741
11-03-2022 01:00:00,3.111
11-03-2022 02:00:00,3.105
11-03-2022 03:00:00,3.69
11-03-2022 04:00:00,6.21
11-03-2022 05:00:00,10.918
11-03-2022 06:00:00,20.885
11-03-2022 07:00:00,22.947
11-03-2022 08:00:00,13.931
11-03-2022 09:00:00,9.58
11-03-2022 10:00:00,10.738
11-03-2022 11:00:00,10.593
11-03-2022 12:00:00,10.957
11-03-2022 13:00:00,11.051
11-03-2022 14:00:00,10.505
11-03-2022 15:00:00,7.161
11-03-2022 16:00:00,4.902
11-03-2022 17:00:00,14.385
11-03-2022 18:00:00,21.087
11-03-2022 19:00:00,17.969
11-03-2022 20:00:00,9.275
11-03-2022 21:00:00,8.844
11-03-2022 22:00:00,8.303
11-03-2022 23:00:00,7.648
12-03-2022 00:00:00,8.343
12-03-2022 01:00:00,8.36
12-03-2022 02:00:00,8.83
12-03-2022 03:00:00,8.834
12-03-2022 04:00:00,9.043
12-03-2022 05:00:00,8.988
12-03-2022 06:00:00,10.777
12-03-2022 07:00:00,10.852
12-03-2022 08:00:00,9.805
12-03-2022 09:00:00,9.784
12-03-2022 10:00:00,9.046
12-03-2022 11:00:00,8.412
12-03-2022 12:00:00,8.824
12-03-2022 13:00:00,8.344
12-03-2022 14:00:00,7.431
12-03-2022 15:00:00,7.19
12-03-2022 16:00:00,10.345
12-03-2022 17:00:00,23.788
12-03-2022 18:00:00,25.315
12-03-2022 19:00:00,24.631
12-03-2022 20:00:00,20.937
12-03-2022 21:00:00,15.347
12-03-2022 22:00:00,12.773
12-03-2022 23:00:00,9.916
13-03-2022 00:00:00,12.363
13-03-2022 01:00:00,9.79
13-03-2022 02:00:00,9.166
13-03-2022 03:00:00,8.669
13-03-2022 04:00:00,9.921
13-03-2022 05:00:00,8.489
13-03-2022 06:00:00,8.685
13-03-2022 07:00:00,8.484
13-03-2022 08:00:00,9.378
13-03-2022 09:00:00,8.813
13-03-2022 10:00:00,6.796
13-03-2022 11:00:00,3.727
13-03-2022 12:00:00,2.362
13-03-2022 13:00:00,2.228
13-03-2022 14:00:00,2.226
13-03-2022 15:00:00,2.703
13-03-2022 16:00:00,3.727
13-03-2022 17:00:00,8.439
13-03-2022 18:00:00,14.634
13-03-2022 19:00:00,9.779
13-03-2022 20:00:00,7.188
13-03-2022 21:00:00,8.189
13-03-2022 22:00:00,6.677
13-03-2022 23:00:00,4.665
14-03-2022 00:00:00,5.537
14-03-2022 01:00:00,5.277
14-03-2022 02:00:00,6.075
14-03-2022 03:00:00,6.598
14-03-2022 04:00:00,7.178
14-03-2022 05:00:00,14.874
14-03-2022 06:00:00,14.869
14-03-2022 07:00:00,26.739
14-03-2022 08:00:00,28.469
14-03-2022 09:00:00,14.878
14-03-2022 10:00:00,25.322
14-03-2022 11:00:00,18.149
14-03-2022 12:00:00,13.633
14-03-2022 13:00:00,13.026
14-03-2022 14:00:00,12.717
14-03-2022 15:00:00,13.629
14-03-2022 16:00:00,14.359
14-03-2022 17:00:00,14.577
14-03-2022 18:00:00,14.606
14-03-2022 19:00:00,13.638
14-03-2022 20:00:00,9.975
14-03-2022 21:00:00,10.325
14-03-2022 22:00:00,9.908
14-03-2022 23:00:00,6.468
15-03-2022 00:00:00,7.228
15-03-2022 01:00:00,6.436
15-03-2022 02:00:00,6.498
15-03-2022 03:00:00,7.296
15-03-2022 04:00:00,8.561
15-03-2022 05:00:00,14.875
15-03-2022 06:00:00,21.7
15-03-2022 07:00:00,21.698
15-03-2022 08:00:00,13.636
15-03-2022 09:00:00,13.638
15-03-2022 10:00:00,25.592
15-03-2022 11:00:00,16.338
15-03-2022 12:00:00,18.051
15-03-2022 13:00:00,14.879
15-03-2022 14:00:00,15.783
15-03-2022 15:00:00,15.333
15-03-2022 16:00:00,21.691
15-03-2022 17:00:00,26.427
15-03-2022 18:00:00,29.351
15-03-2022 19:00:00,16.616
15-03-2022 20:00:00,11.792
15-03-2022 21:00:00,14.38
15-03-2022 22:00:00,13.029
15-03-2022 23:00:00,8.261
16-03-2022 00:00:00,8.684
16-03-2022 01:00:00,8.442
16-03-2022 02:00:00,8.521
16-03-2022 03:00:00,8.549
16-03-2022 04:00:00,10.865
16-03-2022 05:00:00,18.6
16-03-2022 06:00:00,23.66
16-03-2022 07:00:00,13.64
16-03-2022 08:00:00,9.924
16-03-2022 09:00:00,12.401
16-03-2022 10:00:00,13.635
16-03-2022 11:00:00,14.87
16-03-2022 12:00:00,13.63
16-03-2022 13:00:00,11.548
16-03-2022 14:00:00,9.095
16-03-2022 15:00:00,6.984
16-03-2022 16:00:00,7.141
16-03-2022 17:00:00,7.451
16-03-2022 18:00:00,7.434
16-03-2022 19:00:00,6.654
16-03-2022 20:00:00,4.876
16-03-2022 21:00:00,5.487
16-03-2022 22:00:00,5.064
16-03-2022 23:00:00,1.984
17-03-2022 00:00:00,1.797
17-03-2022 01:00:00,1.781
17-03-2022 02:00:00,1.787
17-03-2022 03:00:00,1.8
17-03-2022 04:00:00,1.81
17-03-2022 05:00:00,2.404
17-03-2022 06:00:00,4.974
17-03-2022 07:00:00,5.868
17-03-2022 08:00:00,6.602
17-03-2022 09:00:00,7.26
17-03-2022 10:00:00,9.175
17-03-2022 11:00:00,8.072
17-03-2022 12:00:00,5.086
17-03-2022 13:00:00,2.228
17-03-2022 14:00:00,1.948
17-03-2022 15:00:00,1.71
17-03-2022 16:00:00,1.634
17-03-2022 17:00:00,2.418
17-03-2022 18:00:00,3.73
17-03-2022 19:00:00,2.35
17-03-2022 20:00:00,1.626
17-03-2022 21:00:00,1.619
17-03-2022 22:00:00,1.58
17-03-2022 23:00:00,1.393
18-03-2022 00:00:00,1.373
18-03-2022 01:00:00,1.363
18-03-2022 02:00:00,1.332
18-03-2022 03:00:00,1.452
18-03-2022 04:00:00,1.596
18-03-2022 05:00:00,1.71
18-03-2022 06:00:00,2.175
18-03-2022 07:00:00,4.965
18-03-2022 08:00:00,4.333
18-03-2022 09:00:00,4.468
18-03-2022 10:00:00,4.338
18-03-2022 11:00:00,3.602
18-03-2022 12:00:00,3.085
18-03-2022 13:00:00,2.484
18-03-2022 14:00:00,2.101
18-03-2022 15:00:00,2.331
18-03-2022 16:00:00,3.726
18-03-2022 17:00:00,8.126
18-03-2022 18:00:00,21.073
18-03-2022 19:00:00,4.8
18-03-2022 20:00:00,3.505
18-03-2022 21:00:00,2.835
18-03-2022 22:00:00,4.414
18-03-2022 23:00:00,3.287
19-03-2022 00:00:00,3.099
19-03-2022 01:00:00,1.984
19-03-2022 02:00:00,1.607
19-03-2022 03:00:00,1.726
19-03-2022 04:00:00,1.556
19-03-2022 05:00:00,2.016
19-03-2022 06:00:00,1.366
19-03-2022 07:00:00,1.477
19-03-2022 08:00:00,1.552
19-03-2022 09:00:00,1.5
19-03-2022 10:00:00,1.498
19-03-2022 11:00:00,1.498
19-03-2022 12:00:00,1.495
19-03-2022 13:00:00,1.21
19-03-2022 14:00:00,1.096
19-03-2022 15:00:00,1.493
19-03-2022 16:00:00,1.583
19-03-2022 17:00:00,1.59
19-03-2022 18:00:00,2.127
19-03-2022 19:00:00,1.607
19-03-2022 20:00:00,1.579
19-03-2022 21:00:00,1.629
19-03-2022 22:00:00,1.637
19-03-2022 23:00:00,1.607
20-03-2022 00:00:00,1.629
20-03-2022 01:00:00,1.636
20-03-2022 02:00:00,1.649
20-03-2022 03:00:00,1.699
20-03-2022 04:00:00,1.81
20-03-2022 05:00:00,1.922
20-03-2022 06:00:00,1.974
20-03-2022 07:00:00,2.047
20-03-2022 08:00:00,1.595
20-03-2022 09:00:00,1.612
20-03-2022 10:00:00,1.628
20-03-2022 11:00:00,1.98
20-03-2022 12:00:00,1.655
20-03-2022 13:00:00,1.462
20-03-2022 14:00:00,1.459
20-03-2022 15:00:00,1.39
20-03-2022 16:00:00,1.695
20-03-2022 17:00:00,5.461
20-03-2022 18:00:00,7.704
20-03-2022 19:00:00,5.969
20-03-2022 20:00:00,5.781
20-03-2022 21:00:00,7.666
20-03-2022 22:00:00,5.058
20-03-2022 23:00:00,3.722
21-03-2022 00:00:00,2.039
21-03-2022 01:00:00,1.804
21-03-2022 02:00:00,1.73
21-03-2022 03:00:00,1.853
21-03-2022 04:00:00,2.847
21-03-2022 05:00:00,4.779
21-03-2022 06:00:00,5.172
21-03-2022 07:00:00,6.94
21-03-2022 08:00:00,6.775
21-03-2022 09:00:00,6.005
21-03-2022 10:00:00,6.654
21-03-2022 11:00:00,6.512
21-03-2022 12:00:00,5.804
21-03-2022 13:00:00,4.577
21-03-2022 14:00:00,4.437
21-03-2022 15:00:00,4.712
21-03-2022 16:00:00,5.582
21-03-2022 17:00:00,6.594
21-03-2022 18:00:00,9.391
21-03-2022 19:00:00,4.085
21-03-2022 20:00:00,2.75
21-03-2022 21:00:00,4.235
21-03-2022 22:00:00,4.345
21-03-2022 23:00:00,4.173
22-03-2022 00:00:00,3.933
22-03-2022 01:00:00,4.216
22-03-2022 02:00:00,4.34
22-03-2022 03:00:00,4.385
22-03-2022 04:00:00,5.153
22-03-2022 05:00:00,19.835
22-03-2022 06:00:00,24.367
22-03-2022 07:00:00,25.827
22-03-2022 08:00:00,34.856
22-03-2022 09:00:00,28.855
22-03-2022 10:00:00,24.128
22-03-2022 11:00:00,23.12
22-03-2022 12:00:00,15.46
22-03-2022 13:00:00,7.826
22-03-2022 14:00:00,7.213
22-03-2022 15:00:00,7.852
22-03-2022 16:00:00,11.16
22-03-2022 17:00:00,11.561
22-03-2022 18:00:00,13.635
22-03-2022 19:00:00,5.589
22-03-2022 20:00:00,3.522
22-03-2022 21:00:00,5.189
22-03-2022 22:00:00,5.571
22-03-2022 23:00:00,4.067
23-03-2022 00:00:00,6.856
23-03-2022 01:00:00,7.787
23-03-2022 02:00:00,7.068
23-03-2022 03:00:00,8.576
23-03-2022 04:00:00,11.96
23-03-2022 05:00:00,24.895
23-03-2022 06:00:00,33.063
23-03-2022 07:00:00,35.956
23-03-2022 08:00:00,33.974
23-03-2022 09:00:00,26.018
23-03-2022 10:00:00,24.169
23-03-2022 11:00:00,23.063
23-03-2022 12:00:00,21.549
23-03-2022 13:00:00,15.279
23-03-2022 14:00:00,13.629
23-03-2022 15:00:00,9.567
23-03-2022 16:00:00,13.639
23-03-2022 17:00:00,13.63
23-03-2022 18:00:00,16.212
23-03-2022 19:00:00,10.706
23-03-2022 20:00:00,6.207
23-03-2022 21:00:00,6.207
23-03-2022 22:00:00,4.488
23-03-2022 23:00:00,1.607
24-03-2022 00:00:00,1.639
24-03-2022 01:00:00,1.533
24-03-2022 02:00:00,1.606
24-03-2022 03:00:00,1.73
24-03-2022 04:00:00,2.547
24-03-2022 05:00:00,6.965
24-03-2022 06:00:00,14.25
24-03-2022 07:00:00,21.539
24-03-2022 08:00:00,18.601
24-03-2022 09:00:00,24.98
24-03-2022 10:00:00,17.894
24-03-2022 11:00:00,14.732
24-03-2022 12:00:00,14.518
24-03-2022 13:00:00,13.765
24-03-2022 14:00:00,13.636
24-03-2022 15:00:00,11.096
24-03-2022 16:00:00,13.015
24-03-2022 17:00:00,24.142
24-03-2022 18:00:00,24.17
24-03-2022 19:00:00,17.795
24-03-2022 20:00:00,10.015
24-03-2022 21:00:00,10.752
24-03-2022 22:00:00,10.495
24-03-2022 23:00:00,4.241
25-03-2022 00:00:00,3.11
25-03-2022 01:00:00,2.517
25-03-2022 02:00:00,2.097
25-03-2022 03:00:00,1.97
25-03-2022 04:00:00,3.519
25-03-2022 05:00:00,4.975
25-03-2022 06:00:00,8.823
25-03-2022 07:00:00,13.636
25-03-2022 08:00:00,14.249
25-03-2022 09:00:00,12.405
25-03-2022 10:00:00,12.404
25-03-2022 11:00:00,7.191
25-03-2022 12:00:00,2.299
25-03-2022 13:00:00,3.776
25-03-2022 14:00:00,3.951
25-03-2022 15:00:00,3.724
25-03-2022 16:00:00,3.45
25-03-2022 17:00:00,3.864
25-03-2022 18:00:00,5.003
25-03-2022 19:00:00,2.722
25-03-2022 20:00:00,1.607
25-03-2022 21:00:00,1.376
25-03-2022 22:00:00,1.097
25-03-2022 23:00:00,0.945
26-03-2022 00:00:00,1.012
26-03-2022 01:00:00,0.885
26-03-2022 02:00:00,0.647
26-03-2022 03:00:00,0.569
26-03-2022 04:00:00,0.737
26-03-2022 05:00:00,0.843
26-03-2022 06:00:00,0.98
26-03-2022 07:00:00,1.178
26-03-2022 08:00:00,1.29
26-03-2022 09:00:00,1.302
26-03-2022 10:00:00,1.381
26-03-2022 11:00:00,1.381
26-03-2022 12:00:00,1.292
26-03-2022 13:00:00,1.411
26-03-2022 14:00:00,1.546
26-03-2022 15:00:00,1.734
26-03-2022 16:00:00,1.922
26-03-2022 17:00:00,2.696
26-03-2022 18:00:00,8.118
26-03-2022 19:00:00,6.21
26-03-2022 20:00:00,5.509
26-03-2022 21:00:00,6.521
26-03-2022 22:00:00,6.382
26-03-2022 23:00:00,6.804
27-03-2022 00:00:00,7.063
27-03-2022 01:00:00,6.587
27-03-2022 02:00:00,6.806
27-03-2022 04:00:00,5.833
27-03-2022 05:00:00,6.097
27-03-2022 06:00:00,6.536
27-03-2022 07:00:00,10.833
27-03-2022 08:00:00,10.794
27-03-2022 09:00:00,12.907
27-03-2022 10:00:00,10.936
27-03-2022 11:00:00,10.266
27-03-2022 12:00:00,5.981
27-03-2022 13:00:00,4.152
27-03-2022 14:00:00,2.355
27-03-2022 15:00:00,2.346
27-03-2022 16:00:00,2.347
27-03-2022 17:00:00,2.354
27-03-2022 18:00:00,2.47
27-03-2022 19:00:00,2.475
27-03-2022 20:00:00,1.913
27-03-2022 21:00:00,1.765
27-03-2022 22:00:00,1.628
27-03-2022 23:00:00,1.438
28-03-2022 00:00:00,1.143
28-03-2022 01:00:00,0.998
28-03-2022 02:00:00,0.971
28-03-2022 03:00:00,1.092
28-03-2022 04:00:00,1.297
28-03-2022 05:00:00,1.492
28-03-2022 06:00:00,1.835
28-03-2022 07:00:00,3.683
28-03-2022 08:00:00,3.832
28-03-2022 09:00:00,2.985
28-03-2022 10:00:00,1.825
28-03-2022 11:00:00,1.779
28-03-2022 12:00:00,1.85
28-03-2022 13:00:00,2.408
28-03-2022 14:00:00,2.579
28-03-2022 15:00:00,1.741
28-03-2022 16:00:00,1.796
28-03-2022 17:00:00,3.1
28-03-2022 18:00:00,2.386
28-03-2022 19:00:00,3.871
28-03-2022 20:00:00,2.594
28-03-2022 21:00:00,2.614
28-03-2022 22:00:00,2.63
28-03-2022 23:00:00,2.346
29-03-2022 00:00:00,5.082
29-03-2022 01:00:00,4.582
29-03-2022 02:00:00,5.398
29-03-2022 03:00:00,6.34
29-03-2022 04:00:00,9.916
29-03-2022 05:00:00,14.873
29-03-2022 06:00:00,13.69
29-03-2022 07:00:00,21.781
29-03-2022 08:00:00,31
29-03-2022 09:00:00,22.263
29-03-2022 10:00:00,18.756
29-03-2022 11:00:00,13.855
29-03-2022 12:00:00,16.13
29-03-2022 13:00:00,13.64
29-03-2022 14:00:00,13.182
29-03-2022 15:00:00,9.82
29-03-2022 16:00:00,9.296
29-03-2022 17:00:00,8.625
29-03-2022 18:00:00,11.158
29-03-2022 19:00:00,13.568
29-03-2022 20:00:00,11.78
29-03-2022 21:00:00,12.404
29-03-2022 22:00:00,11.823
29-03-2022 23:00:00,6.462
30-03-2022 00:00:00,5.71
30-03-2022 01:00:00,5.497
30-03-2022 02:00:00,5.55
30-03-2022 03:00:00,6.839
30-03-2022 04:00:00,8.039
30-03-2022 05:00:00,11.42
30-03-2022 06:00:00,12.995
30-03-2022 07:00:00,14.873
30-03-2022 08:00:00,15.639
30-03-2022 09:00:00,15.38
30-03-2022 10:00:00,15.378
30-03-2022 11:00:00,15.511
30-03-2022 12:00:00,14.873
30-03-2022 13:00:00,14.878
30-03-2022 14:00:00,14.793
30-03-2022 15:00:00,14.383
30-03-2022 16:00:00,15.641
30-03-2022 17:00:00,19.354
30-03-2022 18:00:00,19.239
30-03-2022 19:00:00,18.74
30-03-2022 20:00:00,15.471
30-03-2022 21:00:00,15.36
30-03-2022 22:00:00,14.871
30-03-2022 23:00:00,13.635
31-03-2022 00:00:00,12.577
31-03-2022 01:00:00,12.389
31-03-2022 02:00:00,13.277
31-03-2022 03:00:00,13.636
31-03-2022 04:00:00,14.871
31-03-2022 05:00:00,22.165
31-03-2022 06:00:00,27.167
31-03-2022 07:00:00,36.456
31-03-2022 08:00:00,40.121
31-03-2022 09:00:00,31.78
31-03-2022 10:00:00,27.837
31-03-2022 11:00:00,26.379
31-03-2022 12:00:00,25.286
31-03-2022 13:00:00,23.985
31-03-2022 14:00:00,23.659
31-03-2022 15:00:00,23.017
31-03-2022 16:00:00,22.935
31-03-2022 17:00:00,23.313
31-03-2022 18:00:00,24.801
31-03-2022 19:00:00,25.827
31-03-2022 20:00:00,24.686
31-03-2022 21:00:00,20.379
31-03-2022 22:00:00,18.679
31-03-2022 23:00:00,14.89
01-04-2022 00:00:00,13.853
01-04-2022 01:00:00,12.355
01-04-2022 02:00:00,11.716
01-04-2022 03:00:00,12.349
01-04-2022 04:00:00,13.518
01-04-2022 05:00:00,16.945
01-04-2022 06:00:00,22.495
01-04-2022 07:00:00,24.804
01-04-2022 08:00:00,25.85
01-04-2022 09:00:00,24.843
01-04-2022 10:00:00,23.942
01-04-2022 11:00:00,22.461
01-04-2022 12:00:00,21.321
01-04-2022 13:00:00,19.829
01-04-2022 14:00:00,17.803
01-04-2022 15:00:00,13.634
01-04-2022 16:00:00,17.226
01-04-2022 17:00:00,21.378
01-04-2022 18:00:00,23.771
01-04-2022 19:00:00,24.747
01-04-2022 20:00:00,24.227
01-04-2022 21:00:00,21.69
01-04-2022 22:00:00,17.074
01-04-2022 23:00:00,14.603
02-04-2022 00:00:00,13.257
02-04-2022 01:00:00,12.151
02-04-2022 02:00:00,10.335
02-04-2022 03:00:00,8.681
02-04-2022 04:00:00,7.501
02-04-2022 05:00:00,7.1
02-04-2022 06:00:00,5.693
02-04-2022 07:00:00,5.322
02-04-2022 08:00:00,4.05
02-04-2022 09:00:00,5.589
02-04-2022 10:00:00,6
02-04-2022 11:00:00,5.062
02-04-2022 12:00:00,3.627
02-04-2022 13:00:00,3.208
02-04-2022 14:00:00,3.135
02-04-2022 15:00:00,3.222
02-04-2022 16:00:00,4.433
02-04-2022 17:00:00,5.659
02-04-2022 18:00:00,9.067
02-04-2022 19:00:00,10.028
02-04-2022 20:00:00,7.279
02-04-2022 21:00:00,7.166
02-04-2022 22:00:00,4.551
02-04-2022 23:00:00,3.517
03-04-2022 00:00:00,4.324
03-04-2022 01:00:00,4.259
03-04-2022 02:00:00,4.371
03-04-2022 03:00:00,4.556
03-04-2022 04:00:00,4.838
03-04-2022 05:00:00,5.13
03-04-2022 06:00:00,6.205
03-04-2022 07:00:00,6.578
03-04-2022 08:00:00,8.372
03-04-2022 09:00:00,9.211
03-04-2022 10:00:00,9.589
03-04-2022 11:00:00,7.681
03-04-2022 12:00:00,7.435
03-04-2022 13:00:00,6.821
03-04-2022 14:00:00,6.412
03-04-2022 15:00:00,6.04
03-04-2022 16:00:00,6.02
03-04-2022 17:00:00,7.307
03-04-2022 18:00:00,8.514
03-04-2022 19:00:00,11.171
03-04-2022 20:00:00,8.674
03-04-2022 21:00:00,8.01
03-04-2022 22:00:00,7.109
03-04-2022 23:00:00,5.798
04-04-2022 00:00:00,6.195
04-04-2022 01:00:00,6.002
04-04-2022 02:00:00,5.819
04-04-2022 03:00:00,5.615
04-04-2022 04:00:00,5.272
04-04-2022 05:00:00,7.9
04-04-2022 06:00:00,13.635
04-04-2022 07:00:00,14.954
04-04-2022 08:00:00,12.544
04-04-2022 09:00:00,10.862
04-04-2022 10:00:00,10.737
04-04-2022 11:00:00,10.746
04-04-2022 12:00:00,10.885
04-04-2022 13:00:00,10.71
04-04-2022 14:00:00,7.156
04-04-2022 15:00:00,5.999
04-04-2022 16:00:00,6.002
04-04-2022 17:00:00,8.509
04-04-2022 18:00:00,8.671
04-04-2022 19:00:00,9.283
04-04-2022 20:00:00,9.02
04-04-2022 21:00:00,7.865
04-04-2022 22:00:00,6.93
04-04-2022 23:00:00,5.99
05-04-2022 00:00:00,2.163
05-04-2022 01:00:00,2.11
05-04-2022 02:00:00,2.101
05-04-2022 03:00:00,2.17
05-04-2022 04:00:00,2.383
05-04-2022 05:00:00,3.832
05-04-2022 06:00:00,8.059
05-04-2022 07:00:00,13.628
05-04-2022 08:00:00,13.63
05-04-2022 09:00:00,12.405
05-04-2022 10:00:00,13.49
05-04-2022 11:00:00,12.443
05-04-2022 12:00:00,9.012
05-04-2022 13:00:00,6.806
05-04-2022 14:00:00,3.425
05-04-2022 15:00:00,4.328
05-04-2022 16:00:00,4.004
05-04-2022 17:00:00,6.184
05-04-2022 18:00:00,8.93
05-04-2022 19:00:00,9.355
05-04-2022 20:00:00,5.093
05-04-2022 21:00:00,5.74
05-04-2022 22:00:00,3.251
05-04-2022 23:00:00,2.637
06-04-2022 00:00:00,3.075
06-04-2022 01:00:00,3.006
06-04-2022 02:00:00,2.928
06-04-2022 03:00:00,2.977
06-04-2022 04:00:00,3.152
06-04-2022 05:00:00,6.531
06-04-2022 06:00:00,11.334
06-04-2022 07:00:00,13.63
06-04-2022 08:00:00,13.63
06-04-2022 09:00:00,13.63
06-04-2022 10:00:00,12.405
